Time,Competitor,Operation,OrderId,Side,Volume,Price,Lifespan,Fee,FuturePrice,EtfPrice,AccountBalance,FuturePosition,EtfPosition,ProfitLoss,TotalFees,MaxDrawdown,BuyVolume,SellVolume
41.250000,ExampleTwo,Fill,240,B,-1,3412.00,GFD,0.68,3413.00,3412.00,-3356.28,0,1,55.72,5.78,17.16,76,75
41.250000,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,56.22,-1,1,55.22,5.78,17.16,76,75
41.250000,ExampleTwo,Insert,241,S,1,3413.00,GFD,0.00,3413.00,3412.00,56.22,-1,1,55.22,5.78,17.16,76,75
41.515000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,177.94,-6,6,171.94,37.06,286.32,82,76
41.515000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,56.22,-1,1,55.22,5.78,17.16,76,75
41.515000,TraderOne,Tick,,,,,,0.00,3413.00,3412.00,5.30,2,-2,7.30,1.70,16.00,1,3
41.515000,ExampleOne,Insert,166,B,1,3412.00,GFD,0.00,3413.00,3412.00,177.94,-6,6,171.94,37.06,286.32,82,76
41.515000,ExampleOne,Fill,166,B,-1,3412.00,GFD,0.68,3413.00,3412.00,-3234.74,-6,7,171.26,37.74,286.32,83,76
41.515000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,177.76,-7,7,170.76,37.74,286.32,83,76
41.515000,ExampleTwo,Cancel,241,S,-1,3413.00,GFD,0.00,3413.00,3412.00,56.22,-1,1,55.22,5.78,17.16,76,75
41.515000,ExampleTwo,Insert,242,B,1,3411.00,GFD,0.00,3413.00,3412.00,56.22,-1,1,55.22,5.78,17.16,76,75
41.515000,ExampleTwo,Insert,243,S,1,3412.00,GFD,0.00,3413.00,3412.00,56.22,-1,1,55.22,5.78,17.16,76,75
41.750000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,177.76,-7,7,170.76,37.74,286.32,83,76
41.750000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,56.22,-1,1,55.22,5.78,17.16,76,75
41.750000,TraderOne,Tick,,,,,,0.00,3413.00,3412.00,5.30,2,-2,7.30,1.70,16.00,1,3
41.750000,ExampleOne,Insert,167,B,1,3412.00,GFD,0.00,3413.00,3412.00,177.76,-7,7,170.76,37.74,286.32,83,76
41.750000,ExampleOne,Fill,167,B,-1,3412.00,GFD,0.68,3413.00,3412.00,-3234.92,-7,8,170.08,38.42,286.32,84,76
41.750000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,177.58,-8,8,169.58,38.42,286.32,84,76
41.771382,ExampleTwo,Fill,242,B,-1,3411.00,GFD,-0.34,3413.00,3411.00,-3354.44,-1,2,54.56,5.44,17.16,77,75
41.771382,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,58.06,-2,2,54.06,5.44,17.16,77,75
42.000000,ExampleOne,Tick,,,,,,0.00,3413.00,3409.00,177.58,-8,8,145.58,38.42,286.32,84,76
42.000000,ExampleTwo,Tick,,,,,,0.00,3413.00,3409.00,58.06,-2,2,50.06,5.44,17.16,77,75
42.000000,TraderOne,Tick,,,,,,0.00,3413.00,3409.00,5.30,2,-2,13.30,1.70,16.00,1,3
42.000000,ExampleOne,Insert,168,B,1,3412.00,GFD,0.00,3413.00,3409.00,177.58,-8,8,145.58,38.42,286.32,84,76
42.000000,ExampleOne,Fill,168,B,-1,3412.00,GFD,0.68,3413.00,3412.00,-3235.10,-8,9,168.90,39.10,286.32,85,76
42.000000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,177.40,-9,9,168.40,39.10,286.32,85,76
42.000000,ExampleTwo,Cancel,243,S,-1,3412.00,GFD,0.00,3413.00,3412.00,58.06,-2,2,50.06,5.44,17.16,77,75
42.000000,ExampleTwo,Insert,244,B,1,3410.00,GFD,0.00,3413.00,3412.00,58.06,-2,2,50.06,5.44,17.16,77,75
42.000000,ExampleTwo,Insert,245,S,1,3411.00,GFD,0.00,3413.00,3412.00,58.06,-2,2,50.06,5.44,17.16,77,75
42.144341,ExampleTwo,Fill,245,S,-1,3411.00,GFD,-0.34,3413.00,3411.00,3469.40,-2,1,54.40,5.10,17.16,77,76
42.144341,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3411.00,56.90,-1,1,54.90,5.10,17.16,77,76
42.250000,ExampleOne,Tick,,,,,,0.00,3413.00,3411.00,177.40,-9,9,159.40,39.10,286.32,85,76
42.250000,ExampleTwo,Tick,,,,,,0.00,3413.00,3411.00,56.90,-1,1,54.90,5.10,17.16,77,76
42.250000,TraderOne,Tick,,,,,,0.00,3413.00,3411.00,5.30,2,-2,9.30,1.70,16.00,1,3
42.250000,ExampleOne,Insert,169,B,1,3412.00,GFD,0.00,3413.00,3411.00,177.40,-9,9,159.40,39.10,286.32,85,76
42.250000,ExampleTwo,Cancel,244,B,-1,3410.00,GFD,0.00,3413.00,3411.00,56.90,-1,1,54.90,5.10,17.16,77,76
42.250000,ExampleTwo,Insert,246,B,1,3411.00,GFD,0.00,3413.00,3411.00,56.90,-1,1,54.90,5.10,17.16,77,76
42.250000,ExampleTwo,Insert,247,S,1,3412.00,GFD,0.00,3413.00,3411.00,56.90,-1,1,54.90,5.10,17.16,77,76
42.250000,ExampleOne,Fill,169,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3234.26,-9,10,168.74,38.76,286.32,86,76
42.250000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,178.24,-10,10,168.24,38.76,286.32,86,76
42.250000,ExampleTwo,Fill,247,S,-1,3412.00,GFD,0.68,3413.00,3412.00,3468.22,-1,0,55.22,5.78,17.16,77,77
42.250000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3412.00,55.72,0,0,55.72,5.78,17.16,77,77
42.500000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,178.24,-10,10,178.24,38.76,286.32,86,76
42.500000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,55.72,0,0,55.72,5.78,17.16,77,77
42.500000,TraderOne,Tick,,,,,,0.00,3413.00,3413.00,5.30,2,-2,5.30,1.70,16.00,1,3
42.500000,ExampleOne,Insert,170,B,1,3412.00,GFD,0.00,3413.00,3413.00,178.24,-10,10,178.24,38.76,286.32,86,76
42.500000,ExampleTwo,Cancel,246,B,-1,3411.00,GFD,0.00,3413.00,3413.00,55.72,0,0,55.72,5.78,17.16,77,77
42.500000,ExampleTwo,Insert,248,B,1,3412.00,GFD,0.00,3413.00,3413.00,55.72,0,0,55.72,5.78,17.16,77,77
42.500000,ExampleTwo,Insert,249,S,1,3413.00,GFD,0.00,3413.00,3413.00,55.72,0,0,55.72,5.78,17.16,77,77
42.568110,ExampleOne,Fill,170,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3233.42,-10,11,168.58,38.42,286.32,87,76
42.568110,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,179.08,-11,11,168.08,38.42,286.32,87,76
42.568110,ExampleTwo,Fill,248,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3355.94,0,1,56.06,5.44,17.16,78,77
42.568110,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,56.56,-1,1,55.56,5.44,17.16,78,77
42.750000,ExampleOne,Tick,,,,,,0.00,3413.00,3410.00,179.08,-11,11,146.08,38.42,286.32,87,76
42.750000,ExampleTwo,Tick,,,,,,0.00,3413.00,3410.00,56.56,-1,1,53.56,5.44,17.16,78,77
42.750000,TraderOne,Tick,,,,,,0.00,3413.00,3410.00,5.30,2,-2,11.30,1.70,16.00,1,3
42.750000,ExampleOne,Insert,171,B,1,3412.00,GFD,0.00,3413.00,3410.00,179.08,-11,11,146.08,38.42,286.32,87,76
42.750000,ExampleTwo,Cancel,249,S,-1,3413.00,GFD,0.00,3413.00,3410.00,56.56,-1,1,53.56,5.44,17.16,78,77
42.750000,ExampleTwo,Insert,250,B,1,3411.00,GFD,0.00,3413.00,3410.00,56.56,-1,1,53.56,5.44,17.16,78,77
42.750000,ExampleTwo,Insert,251,S,1,3412.00,GFD,0.00,3413.00,3410.00,56.56,-1,1,53.56,5.44,17.16,78,77
42.750000,ExampleOne,Fill,171,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3232.58,-11,12,168.42,38.08,286.32,88,76
42.750000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,179.92,-12,12,167.92,38.08,286.32,88,76
42.750000,ExampleTwo,Fill,251,S,-1,3412.00,GFD,0.68,3413.00,3412.00,3467.88,-1,0,54.88,6.12,17.16,78,78
42.750000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3412.00,55.38,0,0,55.38,6.12,17.16,78,78
42.914509,ExampleOne,Fill,154,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3593.26,-12,11,180.26,37.74,286.32,88,77
42.914509,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,180.76,-11,11,180.76,37.74,286.32,88,77
43.000000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,180.76,-11,11,191.76,37.74,286.32,88,77
43.000000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,55.38,0,0,55.38,6.12,17.16,78,78
43.000000,TraderOne,Tick,,,,,,0.00,3413.00,3414.00,5.30,2,-2,3.30,1.70,16.00,1,3
43.000000,ExampleOne,Insert,172,B,1,3412.00,GFD,0.00,3413.00,3414.00,180.76,-11,11,191.76,37.74,286.32,88,77
43.000000,ExampleOne,Insert,173,S,1,3413.00,GFD,0.00,3413.00,3414.00,180.76,-11,11,191.76,37.74,286.32,88,77
43.000000,ExampleOne,Fill,173,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3593.08,-11,10,180.08,38.42,286.32,88,78
43.000000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,180.58,-10,10,180.58,38.42,286.32,88,78
43.000000,ExampleTwo,Cancel,250,B,-1,3411.00,GFD,0.00,3413.00,3413.00,55.38,0,0,55.38,6.12,17.16,78,78
43.000000,ExampleTwo,Insert,252,B,1,3412.00,GFD,0.00,3413.00,3413.00,55.38,0,0,55.38,6.12,17.16,78,78
43.000000,ExampleTwo,Insert,253,S,1,3413.00,GFD,0.00,3413.00,3413.00,55.38,0,0,55.38,6.12,17.16,78,78
43.000000,ExampleTwo,Fill,253,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3467.70,0,-1,54.70,6.80,17.16,78,79
43.000000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,55.20,1,-1,55.20,6.80,17.16,78,79
43.265000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,180.58,-10,10,190.58,38.42,286.32,88,78
43.265000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,55.20,1,-1,54.20,6.80,17.16,78,79
43.265000,TraderOne,Tick,,,,,,0.00,3413.00,3414.00,5.30,2,-2,3.30,1.70,16.00,1,3
43.265000,ExampleOne,Insert,174,S,1,3413.00,GFD,0.00,3413.00,3414.00,180.58,-10,10,190.58,38.42,286.32,88,78
43.265000,ExampleOne,Fill,174,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3592.90,-10,9,179.90,39.10,286.32,88,79
43.265000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,180.40,-9,9,180.40,39.10,286.32,88,79
43.265000,ExampleTwo,Cancel,252,B,-1,3412.00,GFD,0.00,3413.00,3413.00,55.20,1,-1,54.20,6.80,17.16,78,79
43.265000,ExampleTwo,Insert,254,B,1,3413.00,GFD,0.00,3413.00,3413.00,55.20,1,-1,54.20,6.80,17.16,78,79
43.265000,ExampleTwo,Insert,255,S,1,3414.00,GFD,0.00,3413.00,3413.00,55.20,1,-1,54.20,6.80,17.16,78,79
43.500000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,180.40,-9,9,180.40,39.10,286.32,88,79
43.500000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,55.20,1,-1,55.20,6.80,17.16,78,79
43.500000,TraderOne,Tick,,,,,,0.00,3413.00,3413.00,5.30,2,-2,5.30,1.70,16.00,1,3
43.500000,ExampleOne,Insert,175,S,1,3413.00,GFD,0.00,3413.00,3413.00,180.40,-9,9,180.40,39.10,286.32,88,79
43.500000,ExampleOne,Fill,175,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3592.72,-9,8,179.72,39.78,286.32,88,80
43.500000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,180.22,-8,8,180.22,39.78,286.32,88,80
43.750000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,180.22,-8,8,188.22,39.78,286.32,88,80
43.750000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,55.20,1,-1,54.20,6.80,17.16,78,79
43.750000,TraderOne,Tick,,,,,,0.00,3413.00,3414.00,5.30,2,-2,3.30,1.70,16.00,1,3
43.750000,ExampleOne,Insert,176,S,1,3413.00,GFD,0.00,3413.00,3414.00,180.22,-8,8,188.22,39.78,286.32,88,80
43.750000,ExampleOne,Fill,176,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3592.54,-8,7,179.54,40.46,286.32,88,81
43.750000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,180.04,-7,7,180.04,40.46,286.32,88,81
44.000000,ExampleOne,Tick,,,,,,0.00,3413.00,3413.00,180.04,-7,7,180.04,40.46,286.32,88,81
44.000000,ExampleTwo,Tick,,,,,,0.00,3413.00,3413.00,55.20,1,-1,55.20,6.80,17.16,78,79
44.000000,TraderOne,Tick,,,,,,0.00,3413.00,3413.00,5.30,2,-2,5.30,1.70,16.00,1,3
44.000000,ExampleOne,Insert,177,S,1,3413.00,GFD,0.00,3413.00,3413.00,180.04,-7,7,180.04,40.46,286.32,88,81
44.000000,ExampleOne,Fill,177,S,-1,3413.00,GFD,0.68,3413.00,3413.00,3592.36,-7,6,179.36,41.14,286.32,88,82
44.000000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,179.86,-6,6,179.86,41.14,286.32,88,82
44.098172,ExampleTwo,Fill,254,B,-1,3413.00,GFD,-0.34,3413.00,3413.00,-3357.46,1,0,55.54,6.46,17.16,79,79
44.098172,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3413.00,55.04,0,0,55.04,6.46,17.16,79,79
44.250000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,179.86,-6,6,185.86,41.14,286.32,88,82
44.250000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,55.04,0,0,55.04,6.46,17.16,79,79
44.250000,TraderOne,Tick,,,,,,0.00,3413.00,3414.00,5.30,2,-2,3.30,1.70,16.00,1,3
44.250000,ExampleOne,Insert,178,S,1,3413.00,GFD,0.00,3413.00,3414.00,179.86,-6,6,185.86,41.14,286.32,88,82
44.250000,ExampleTwo,Cancel,255,S,-1,3414.00,GFD,0.00,3413.00,3414.00,55.04,0,0,55.04,6.46,17.16,79,79
44.250000,ExampleTwo,Insert,256,B,1,3412.00,GFD,0.00,3413.00,3414.00,55.04,0,0,55.04,6.46,17.16,79,79
44.250000,ExampleTwo,Insert,257,S,1,3413.00,GFD,0.00,3413.00,3414.00,55.04,0,0,55.04,6.46,17.16,79,79
44.500000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,179.86,-6,6,185.86,41.14,286.32,88,82
44.500000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,55.04,0,0,55.04,6.46,17.16,79,79
44.500000,TraderOne,Tick,,,,,,0.00,3413.00,3414.00,5.30,2,-2,3.30,1.70,16.00,1,3
44.553049,ExampleOne,Fill,178,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3593.20,-6,5,180.20,40.80,286.32,88,83
44.553049,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,180.70,-5,5,180.70,40.80,286.32,88,83
44.553049,ExampleTwo,Fill,257,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3468.38,0,-1,55.38,6.12,17.16,79,80
44.553049,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,55.88,1,-1,55.88,6.12,17.16,79,80
44.750000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,180.70,-5,5,185.70,40.80,286.32,88,83
44.750000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,55.88,1,-1,54.88,6.12,17.16,79,80
44.750000,TraderOne,Tick,,,,,,0.00,3413.00,3414.00,5.30,2,-2,3.30,1.70,16.00,1,3
44.750000,ExampleOne,Insert,179,S,1,3413.00,GFD,0.00,3413.00,3414.00,180.70,-5,5,185.70,40.80,286.32,88,83
44.750000,ExampleTwo,Cancel,256,B,-1,3412.00,GFD,0.00,3413.00,3414.00,55.88,1,-1,54.88,6.12,17.16,79,80
44.750000,ExampleTwo,Insert,258,B,1,3413.00,GFD,0.00,3413.00,3414.00,55.88,1,-1,54.88,6.12,17.16,79,80
44.750000,ExampleOne,Fill,179,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3594.04,-5,4,181.04,40.46,286.32,88,84
44.750000,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,181.54,-4,4,181.54,40.46,286.32,88,84
44.750000,ExampleTwo,Fill,258,B,-1,3413.00,GFD,0.68,3413.00,3413.00,-3357.80,1,0,55.20,6.80,17.16,80,80
44.750000,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3413.00,54.70,0,0,54.70,6.80,17.16,80,80
44.750000,ExampleTwo,Insert,259,S,1,3414.00,GFD,0.00,3413.00,3413.00,54.70,0,0,54.70,6.80,17.16,80,80
44.767148,ExampleOne,Fill,172,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3230.12,-4,5,177.88,40.12,286.32,89,84
44.767148,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,182.38,-5,5,177.38,40.12,286.32,89,84
45.000000,ExampleOne,Tick,,,,,,0.00,3413.00,3410.00,182.38,-5,5,167.38,40.12,286.32,89,84
45.000000,ExampleTwo,Tick,,,,,,0.00,3413.00,3410.00,54.70,0,0,54.70,6.80,17.16,80,80
45.000000,TraderOne,Tick,,,,,,0.00,3413.00,3410.00,5.30,2,-2,11.30,1.70,16.00,1,3
45.000000,ExampleOne,Insert,180,B,1,3412.00,GFD,0.00,3413.00,3410.00,182.38,-5,5,167.38,40.12,286.32,89,84
45.000000,ExampleOne,Fill,180,B,-1,3411.00,GFD,0.68,3413.00,3411.00,-3229.30,-5,6,171.70,40.80,286.32,90,84
45.000000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,183.20,-6,6,171.20,40.80,286.32,90,84
45.000000,ExampleOne,Insert,181,S,1,3413.00,GFD,0.00,3413.00,3411.00,183.20,-6,6,171.20,40.80,286.32,90,84
45.000000,ExampleTwo,Cancel,259,S,-1,3414.00,GFD,0.00,3413.00,3411.00,54.70,0,0,54.70,6.80,17.16,80,80
45.000000,ExampleTwo,Insert,260,B,1,3412.00,GFD,0.00,3413.00,3411.00,54.70,0,0,54.70,6.80,17.16,80,80
45.000000,ExampleTwo,Fill,260,B,-1,3411.00,GFD,0.68,3413.00,3411.00,-3356.98,0,1,54.02,7.48,17.16,81,80
45.000000,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,55.52,-1,1,53.52,7.48,17.16,81,80
45.000000,ExampleTwo,Insert,261,S,1,3413.00,GFD,0.00,3413.00,3411.00,55.52,-1,1,53.52,7.48,17.16,81,80
45.250000,ExampleOne,Tick,,,,,,0.00,3413.00,3410.00,183.20,-6,6,165.20,40.80,286.32,90,84
45.250000,ExampleTwo,Tick,,,,,,0.00,3413.00,3410.00,55.52,-1,1,52.52,7.48,17.16,81,80
45.250000,TraderOne,Tick,,,,,,0.00,3413.00,3410.00,5.30,2,-2,11.30,1.70,16.00,1,3
45.250000,ExampleOne,Insert,182,B,1,3412.00,GFD,0.00,3413.00,3410.00,183.20,-6,6,165.20,40.80,286.32,90,84
45.250000,ExampleOne,Fill,182,B,-1,3411.00,GFD,0.68,3413.00,3411.00,-3228.48,-6,7,170.52,41.48,286.32,91,84
45.250000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,184.02,-7,7,170.02,41.48,286.32,91,84
45.250000,ExampleTwo,Cancel,261,S,-1,3413.00,GFD,0.00,3413.00,3411.00,55.52,-1,1,52.52,7.48,17.16,81,80
45.250000,ExampleTwo,Insert,262,B,1,3411.00,GFD,0.00,3413.00,3411.00,55.52,-1,1,52.52,7.48,17.16,81,80
45.250000,ExampleTwo,Fill,262,B,-1,3411.00,GFD,0.68,3413.00,3411.00,-3356.16,-1,2,52.84,8.16,17.16,82,80
45.250000,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3411.00,56.34,-2,2,52.34,8.16,17.16,82,80
45.250000,ExampleTwo,Insert,263,S,1,3412.00,GFD,0.00,3413.00,3411.00,56.34,-2,2,52.34,8.16,17.16,82,80
45.299148,ExampleTwo,Fill,263,S,-1,3412.00,GFD,-0.34,3413.00,3412.00,3468.68,-2,1,54.68,7.82,17.16,82,81
45.299148,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3412.00,56.18,-1,1,55.18,7.82,17.16,82,81
45.299148,ExampleOne,Fill,181,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3597.36,-7,6,184.36,41.14,286.32,91,85
45.299148,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,184.86,-6,6,184.86,41.14,286.32,91,85
45.500000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,184.86,-6,6,190.86,41.14,286.32,91,85
45.500000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,56.18,-1,1,57.18,7.82,17.16,82,81
45.500000,TraderOne,Tick,,,,,,0.00,3413.00,3414.00,5.30,2,-2,3.30,1.70,16.00,1,3
45.500000,ExampleOne,Insert,183,B,1,3412.00,GFD,0.00,3413.00,3414.00,184.86,-6,6,190.86,41.14,286.32,91,85
45.500000,ExampleOne,Insert,184,S,1,3413.00,GFD,0.00,3413.00,3414.00,184.86,-6,6,190.86,41.14,286.32,91,85
45.500000,ExampleTwo,Insert,264,B,1,3411.00,GFD,0.00,3413.00,3414.00,56.18,-1,1,57.18,7.82,17.16,82,81
45.500000,ExampleTwo,Insert,265,S,1,3412.00,GFD,0.00,3413.00,3414.00,56.18,-1,1,57.18,7.82,17.16,82,81
45.500000,ExampleOne,Fill,183,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3226.80,-6,7,179.20,40.80,286.32,92,85
45.500000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,185.70,-7,7,178.70,40.80,286.32,92,85
45.500000,ExampleTwo,Fill,265,S,-1,3412.00,GFD,0.68,3413.00,3412.00,3467.50,-1,0,54.50,8.50,17.16,82,82
45.500000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3412.00,55.00,0,0,55.00,8.50,17.16,82,82
45.765000,ExampleOne,Tick,,,,,,0.00,3413.00,3412.00,185.70,-7,7,178.70,40.80,286.32,92,85
45.765000,ExampleTwo,Tick,,,,,,0.00,3413.00,3412.00,55.00,0,0,55.00,8.50,17.16,82,82
45.765000,TraderOne,Tick,,,,,,0.00,3413.00,3412.00,5.30,2,-2,7.30,1.70,16.00,1,3
45.765000,ExampleOne,Insert,185,B,1,3412.00,GFD,0.00,3413.00,3412.00,185.70,-7,7,178.70,40.80,286.32,92,85
45.765000,ExampleTwo,Cancel,264,B,-1,3411.00,GFD,0.00,3413.00,3412.00,55.00,0,0,55.00,8.50,17.16,82,82
45.765000,ExampleTwo,Insert,266,B,1,3412.00,GFD,0.00,3413.00,3412.00,55.00,0,0,55.00,8.50,17.16,82,82
45.765000,ExampleTwo,Insert,267,S,1,3413.00,GFD,0.00,3413.00,3412.00,55.00,0,0,55.00,8.50,17.16,82,82
45.886934,ExampleOne,Fill,185,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3225.96,-7,8,179.04,40.46,286.32,93,85
45.886934,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,186.54,-8,8,178.54,40.46,286.32,93,85
45.886934,ExampleTwo,Fill,266,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3356.66,0,1,55.34,8.16,17.16,83,82
45.886934,ExampleTwo,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,55.84,-1,1,54.84,8.16,17.16,83,82
46.000000,ExampleOne,Tick,,,,,,0.00,3413.00,3410.00,186.54,-8,8,162.54,40.46,286.32,93,85
46.000000,ExampleTwo,Tick,,,,,,0.00,3413.00,3410.00,55.84,-1,1,52.84,8.16,17.16,83,82
46.000000,TraderOne,Tick,,,,,,0.00,3413.00,3410.00,5.30,2,-2,11.30,1.70,16.00,1,3
46.000000,ExampleOne,Insert,186,B,1,3412.00,GFD,0.00,3413.00,3410.00,186.54,-8,8,162.54,40.46,286.32,93,85
46.000000,ExampleTwo,Cancel,267,S,-1,3413.00,GFD,0.00,3413.00,3410.00,55.84,-1,1,52.84,8.16,17.16,83,82
46.000000,ExampleTwo,Insert,268,B,1,3411.00,GFD,0.00,3413.00,3410.00,55.84,-1,1,52.84,8.16,17.16,83,82
46.000000,ExampleTwo,Insert,269,S,1,3412.00,GFD,0.00,3413.00,3410.00,55.84,-1,1,52.84,8.16,17.16,83,82
46.000000,ExampleOne,Fill,186,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3225.12,-8,9,178.88,40.12,286.32,94,85
46.000000,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,187.38,-9,9,178.38,40.12,286.32,94,85
46.000000,ExampleTwo,Fill,269,S,-1,3412.00,GFD,0.68,3413.00,3412.00,3467.16,-1,0,54.16,8.84,17.16,83,83
46.000000,ExampleTwo,Hedge,,B,1,3412.50,,0.00,3413.00,3412.00,54.66,0,0,54.66,8.84,17.16,83,83
46.014891,ExampleOne,Fill,184,S,-1,3413.00,GFD,-0.34,3413.00,3413.00,3600.72,-9,8,187.72,39.78,286.32,94,86
46.014891,ExampleOne,Hedge,,B,1,3412.50,,0.00,3413.00,3413.00,188.22,-8,8,188.22,39.78,286.32,94,86
46.250000,ExampleOne,Tick,,,,,,0.00,3413.00,3414.00,188.22,-8,8,196.22,39.78,286.32,94,86
46.250000,ExampleTwo,Tick,,,,,,0.00,3413.00,3414.00,54.66,0,0,54.66,8.84,17.16,83,83
46.250000,TraderOne,Tick,,,,,,0.00,3413.00,3414.00,5.30,2,-2,3.30,1.70,16.00,1,3
46.250000,ExampleOne,Insert,187,B,1,3412.00,GFD,0.00,3413.00,3414.00,188.22,-8,8,196.22,39.78,286.32,94,86
46.250000,ExampleOne,Insert,188,S,1,3413.00,GFD,0.00,3413.00,3414.00,188.22,-8,8,196.22,39.78,286.32,94,86
46.250000,ExampleTwo,Cancel,268,B,-1,3411.00,GFD,0.00,3413.00,3414.00,54.66,0,0,54.66,8.84,17.16,83,83
46.250000,ExampleTwo,Insert,270,B,1,3412.00,GFD,0.00,3413.00,3414.00,54.66,0,0,54.66,8.84,17.16,83,83
46.250000,ExampleTwo,Insert,271,S,1,3413.00,GFD,0.00,3413.00,3414.00,54.66,0,0,54.66,8.84,17.16,83,83
46.356708,ExampleOne,Fill,187,B,-1,3412.00,GFD,-0.34,3413.00,3412.00,-3223.44,-8,9,180.56,39.44,286.32,95,86
46.356708,ExampleOne,Hedge,,S,1,3412.50,,0.00,3413.00,3412.00,189.06,-9,9,180.06,39.44,286.32,95,86
